68.183.154.2"-"01/Feb/2019:00:01:25 +0100"GET / HTTP/1.0"200"48333"-"Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)
176.9.16.209"-"01/Feb/2019:18:33:42 +0100"GET /post/split-payment-jak-odzyskac-srodki-z-rachunku-vat HTTP/1.1"200"7195"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:33:45 +0100"GET /?page=1 HTTP/1.1"200"8519"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:33:48 +0100"GET /?page=2 HTTP/1.1"200"8433"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:33:51 +0100"GET /?page=3 HTTP/1.1"200"7939"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:33:54 +0100"GET /?page=4 HTTP/1.1"200"7804"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:33:55 +0100"GET /?page=5 HTTP/1.1"200"8196"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:33:57 +0100"GET /?page=7 HTTP/1.1"200"8429"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:00 +0100"GET /?page=8 HTTP/1.1"200"8308"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:06 +0100"GET /post/nie-mozna-przeprowadzac-dowodow-w-czynnosciach-sprawdzajacych HTTP/1.1"200"7088"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:10 +0100"GET /post/doradca-podatkowy-jako-zawod-zaufania-publicznego HTTP/1.1"200"7257"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:12 +0100"GET /post/jak-rozpoznac-dobre-odwolanie HTTP/1.1"200"7712"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:15 +0100"GET /post/interpretacja-indywidualna-prawa-podatkowego-jak-dziala-i-dlaczego-warto-ja-uzyskac HTTP/1.1"200"7986"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:17 +0100"GET /post/nowe-uprawnienia-skarbowki-wciaz-budza-obawy-przedsiebiorcow HTTP/1.1"200"5890"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:20 +0100"GET /post/roznice-pomiedzy-kontrola-celno-skarbowa-kontrola-podatkowa HTTP/1.1"200"5931"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:24 +0100"GET /post/kto-po-wejsciu-w-zycie-ustawy-o-kas-bedzie-rozpatrywal-twoja-sprawe HTTP/1.1"200"9244"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:26 +0100"GET /post/wezwanie-telefoniczne-jest-nieprawidlowe HTTP/1.1"200"7903"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:28 +0100"GET /post/kontrola-celno-skarbowa-kontrola-skarbowa-co-sie-zmienilo-po-wejsciu-kas HTTP/1.1"200"6003"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:31 +0100"GET /post/czy-urzad-moze-zadac-dokumentow-poza-zakresem-kontroli HTTP/1.1"200"7093"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:33 +0100"GET /post/powolanie-sie-na-pozyczke-po-wszczeciu-postepowania HTTP/1.1"200"7083"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:35 +0100"GET /post/kiedy-powstaja-dochody-nieujawnione HTTP/1.1"200"7312"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:37 +0100"GET /post/kiedy-dane-statystyczne-zastapia-faktyczne-przychody-i-wydatki HTTP/1.1"200"7003"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:38 +0100"GET /post/kiedy-pozyczka-lub-darowizna-moga-zostac-opodatkowane-sankcyjna-20-stawka HTTP/1.1"200"7358"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:41 +0100"GET /post/czy-powolanie-sie-na-prostytucje-uchroni-przed-opodatkowaniem-dochodow-nieujawnionych HTTP/1.1"200"7511"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:42 +0100"GET /post/podatek-od-milosci-czyli-nie-uczcie-sie-prawa-podatkowego-z-komedii-romantycznych HTTP/1.1"200"7996"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:46 +0100"GET /post/ile-trwa-kontrola-podatkowa-przedsiebiorcy HTTP/1.1"200"8247"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:48 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"7603"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:50 +0100"GET /post/jak-przebiega-kontrola-celno-skarbowa HTTP/1.1"200"11250"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:52 +0100"GET /post/kontrola-bez-zapowiedzi-juz-standard HTTP/1.1"200"7608"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:54 +0100"GET /post/wyrok-tk-niezgodne-z-prawem-opodatkowanie-budynku-jako-budowli HTTP/1.1"200"7099"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:55 +0100"GET /post/mozna-odzyskac-nadplacony-podatek-od-nieruchomosci HTTP/1.1"200"6668"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:34:57 +0100"GET /post/mozliwosc-zwrotu-nienaleznie-pobranego-podatku-od-stypendiow-z-urzedu-pracy HTTP/1.1"200"6631"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:00 +0100"GET /post/kiedy-czlonek-zarzadu-odpowie-za-zobowiazania-podatkowe-spolki-z-oo HTTP/1.1"200"7498"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:02 +0100"GET /post/odpowiedzialnosc-zarzadu-kiedy-skarbowka-ma-prawo-uznac-ze-egzekucja-z-majatku-spolki-z-oo-jest-bezskuteczna HTTP/1.1"200"7582"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:03 +0100"GET /post/jak-usunac-przedawniona-hipoteke-przymusowa-ustanowiona-przez-urzad-skarbowy HTTP/1.1"200"8145"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:06 +0100"GET /post/co-zrobic-gdy-urzad-zajal-twoja-rzecz-lub-prawo-majatkowe-mimo-ze-nie-jestes-zobowiazanym HTTP/1.1"200"7372"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:08 +0100"GET /post/zobowiazanego-trzeba-zawiadomic-jednoczesnie-z-dokonaniem-zajecia HTTP/1.1"200"6774"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:09 +0100"GET /post/egzekucje-skarzy-sie-wnoszac-zarzuty-na-podstawie-tytulu-wykonawczego HTTP/1.1"200"7493"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:12 +0100"GET /post/skarge-mozna-wniesc-na-poszczegolne-czynnosci-egzekucyjne HTTP/1.1"200"6941"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:15 +0100"GET /post/przegapienie-terminu-na-wniesienie-zarzutow HTTP/1.1"200"7388"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:17 +0100"GET /post/od-1-czerwca-skarga-na-interpretacje-indywidualna-bezposrednio-do-sadu HTTP/1.1"200"7201"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:19 +0100"GET /post/walka-z-fiskusem HTTP/1.1"200"6961"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:21 +0100"GET /post/dlaczego-akurat-boks HTTP/1.1"200"6468"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:24 +0100"GET /post/zyczenia-z-okazji-swiat-wielkanocnych HTTP/1.1"200"5860"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:25 +0100"GET /tags/bezpiecze%C5%84stwo%20podatkowe?page=1 HTTP/1.1"200"8638"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:27 +0100"GET /tags/handel%20podr%C3%B3bkami?page=1 HTTP/1.1"200"6268"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:30 +0100"GET /tags/co%20grozi%20za%20handel%20podr%C3%B3bkami?page=1 HTTP/1.1"200"6268"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:33 +0100"GET /tags/co%20grozi%20za%20sprzeda%C5%BC%20podr%C3%B3bek?page=1 HTTP/1.1"200"6274"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:35 +0100"GET /tags/sprzeda%C5%BC%20podr%C3%B3bek%20z%20chin?page=1 HTTP/1.1"200"6273"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:37 +0100"GET /tags/sprzeda%C5%BC%20podr%C3%B3bek?page=1 HTTP/1.1"200"6274"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:39 +0100"GET /tags/kontrola%20celno-skarbowa HTTP/1.1"200"8167"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:41 +0100"GET /tags/kontrola%20podatkowa HTTP/1.1"200"7714"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:43 +0100"GET /tags/KAS?page=1 HTTP/1.1"200"7845"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:45 +0100"GET /tags/KAS?page=2 HTTP/1.1"200"7040"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:48 +0100"GET /tags/interpretacja%20podatkowa?page=1 HTTP/1.1"200"7288"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:50 +0100"GET /tags/interpretacja%20indywidualna%20przepis%C3%B3w%20prawa%20podatkowego?page=1 HTTP/1.1"200"7290"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:52 +0100"GET /tags/wniosek%20o%20interpretacj%C4%99%20indywidualn%C4%85?page=1 HTTP/1.1"200"7289"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:55 +0100"GET /tags/interpretacja%20indywidualna%20ochrona?page=1 HTTP/1.1"200"7291"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:57 +0100"GET /tags/prawa%20autorskie?page=1 HTTP/1.1"200"6592"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:35:59 +0100"GET /tags/prawa%20autorskie%20przych%C3%B3d%20podatek?page=1 HTTP/1.1"200"6597"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:02 +0100"GET /tags/%C5%9Arodki%20zaskar%C5%BCenia HTTP/1.1"200"8071"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:05 +0100"GET /tags/Doradca%20podatkowy?page=1 HTTP/1.1"200"8825"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:07 +0100"GET /tags/Doradztwo%20podatkowe?page=1 HTTP/1.1"200"7626"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:09 +0100"GET /tags/CIT?page=1 HTTP/1.1"200"6336"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:12 +0100"GET /tags/podatek%20dochodowy%20od%20os%C3%B3b%20prawnych?page=1 HTTP/1.1"200"6346"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:14 +0100"GET /tags/%C5%BAr%C3%B3d%C5%82a%20przychod%C3%B3w%20CIT?page=1 HTTP/1.1"200"6340"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:17 +0100"GET /tags/podzia%C5%82%20na%20%C5%BAr%C3%B3d%C5%82a%20przychod%C3%B3w?page=1 HTTP/1.1"200"6339"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:18 +0100"GET /tags/przychody%20z%20zysk%C3%B3w%20kapita%C5%82owych?page=1 HTTP/1.1"200"6340"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:21 +0100"GET /tags/przychody%20z%20innych%20%C5%BAr%C3%B3de%C5%82?page=1 HTTP/1.1"200"6343"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:23 +0100"GET /tags/split%20payment?page=1 HTTP/1.1"200"6590"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:25 +0100"GET /tags/VAT?page=1 HTTP/1.1"200"6593"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:28 +0100"GET /tags/Inne HTTP/1.1"200"6113"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:29 +0100"GET /tags/Post%C4%99powanie%20dowodowe HTTP/1.1"200"8204"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:32 +0100"GET /tags/przes%C5%82uchanie%20%C5%9Bwiadka%20urz%C4%85d%20skarbowy HTTP/1.1"200"6068"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:34 +0100"GET /tags/Dochody%20nieujawnione HTTP/1.1"200"7889"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:36 +0100"GET /tags/recenzje%20i%20relacje HTTP/1.1"200"6068"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:39 +0100"GET /tags/nadp%C5%82aty%20podatk%C3%B3w HTTP/1.1"200"6886"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:42 +0100"GET /tags/Naruszenia%20przepis%C3%B3w HTTP/1.1"200"7147"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:45 +0100"GET /?page=6 HTTP/1.1"200"7566"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:47 +0100"GET /tags/Egzekucja%20administracyjna HTTP/1.1"200"7943"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:49 +0100"GET /tags/odpowiedzialno%C5%9B%C4%87%20zarz%C4%85du HTTP/1.1"200"6672"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:52 +0100"GET /tags/odpowiedzialno%C5%9B%C4%87%20cz%C5%82onka%20zarz%C4%85du%20za%20zobowi%C4%85zania%20podatkowe HTTP/1.1"200"6673"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:53 +0100"GET /tags/odpowiedzialno%C5%9B%C4%87%20prezesa%20sp%C3%B3%C5%82ki HTTP/1.1"200"6675"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:56 +0100"GET /tags/Wezwania HTTP/1.1"200"6551"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:36:59 +0100"GET /tags/hipoteka%20przymusowa HTTP/1.1"200"6031"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:01 +0100"GET /tags/hipoteka%20urz%C4%99du%20skarbowego HTTP/1.1"200"6031"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:04 +0100"GET /tags/hipoteka%20zus HTTP/1.1"200"6031"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:06 +0100"GET /tags/przedawnienie%20hipoteki%20przymusowej HTTP/1.1"200"6034"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:09 +0100"GET /tags/jak%20wykre%C5%9Bli%C4%87%20hipotek%C4%99 HTTP/1.1"200"6032"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:11 +0100"GET /tags/wykre%C5%9Blenie%20hipoteki%20urz%C4%99du%20skarbowego HTTP/1.1"200"6039"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:16 +0100"GET /tags/wykre%C5%9Blenie%20hipoteki%20ZUS HTTP/1.1"200"6040"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:19 +0100"GET /tags/czas%20trwania%20kontroli HTTP/1.1"200"6053"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:22 +0100"GET /tags/ponaglenie%20na%20nieza%C5%82atwienie%20sprawy%20w%20terminie HTTP/1.1"200"6057"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:25 +0100"GET /tags/Skargi%20na%20interpretacje HTTP/1.1"200"5921"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:27 +0100"GET /tags/kontrola%20celno-skarbowa?page=1 HTTP/1.1"200"8167"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:30 +0100"GET /tags/kontrola%20celno-skarbowa?page=2 HTTP/1.1"200"6452"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:33 +0100"GET /tags/kontrola%20podatkowa?page=1 HTTP/1.1"200"7714"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:35 +0100"GET /tags/%C5%9Arodki%20zaskar%C5%BCenia?page=1 HTTP/1.1"200"8071"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:37 +0100"GET /tags/%C5%9Arodki%20zaskar%C5%BCenia?page=2 HTTP/1.1"200"6885"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:39 +0100"GET /tags/Inne?page=1 HTTP/1.1"200"6113"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:41 +0100"GET /tags/Post%C4%99powanie%20dowodowe?page=1 HTTP/1.1"200"8204"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:45 +0100"GET /tags/Post%C4%99powanie%20dowodowe?page=2 HTTP/1.1"200"6646"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:47 +0100"GET /tags/przes%C5%82uchanie%20%C5%9Bwiadka%20urz%C4%85d%20skarbowy?page=1 HTTP/1.1"200"6068"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:52 +0100"GET /tags/Dochody%20nieujawnione?page=1 HTTP/1.1"200"7889"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:55 +0100"GET /tags/Dochody%20nieujawnione?page=2 HTTP/1.1"200"6651"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:37:57 +0100"GET /tags/recenzje%20i%20relacje?page=1 HTTP/1.1"200"6068"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:38:00 +0100"GET /tags/nadp%C5%82aty%20podatk%C3%B3w?page=1 HTTP/1.1"200"6886"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:38:01 +0100"GET /tags/Naruszenia%20przepis%C3%B3w?page=1 HTTP/1.1"200"7147"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:38:05 +0100"GET /tags/Egzekucja%20administracyjna?page=1 HTTP/1.1"200"7943"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:38:07 +0100"GET /tags/Egzekucja%20administracyjna?page=2 HTTP/1.1"200"5954"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:38:10 +0100"GET /tags/odpowiedzialno%C5%9B%C4%87%20zarz%C4%85du?page=1 HTTP/1.1"200"6672"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:38:12 +0100"GET /tags/odpowiedzialno%C5%9B%C4%87%20cz%C5%82onka%20zarz%C4%85du%20za%20zobowi%C4%85zania%20podatkowe?page=1 HTTP/1.1"200"6673"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:38:14 +0100"GET /tags/odpowiedzialno%C5%9B%C4%87%20prezesa%20sp%C3%B3%C5%82ki?page=1 HTTP/1.1"200"6675"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:38:17 +0100"GET /tags/Wezwania?page=1 HTTP/1.1"200"6551"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:38:19 +0100"GET /tags/hipoteka%20przymusowa?page=1 HTTP/1.1"200"6031"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
176.9.16.209"-"01/Feb/2019:18:38:20 +0100"GET /tags/hipoteka%20urz%C4%99du%20skarbowego?page=1 HTTP/1.1"200"6031"-"Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)
